codigoBarras,nombre,categoria,fechaVencimiento,marca,precio,stock
2302,Producto_1302,Bebidas,2026-12-04,Marca_1302,29,85
2303,Producto_1303,Abarrotes,2026-05-28,Marca_1303,abc,41
2304,Producto_1304,Lacteos,2026-02-25,Marca_1304,138,40
2305,,Bebidas,2026-03-13,Marca_1305,67,7
2306,Producto_1306,Verduras,2026/99/99,Marca_1306,166,30
2307,Producto_1307,Abarrotes,2026-10-21,Marca_1307,25,-10
2308,Producto_1308,Verduras,2026-07-02,Marca_1308,125,80
2309,,Bebidas,2026-12-24,Marca_1309,193,21
1001,Producto_1310,Snacks,2026-06-09,Marca_1310,13,84
2311,Producto_1311,Lacteos,2026-12-02,Marca_1311,98,-10
2312,Producto_1312,Bebidas,2026-07-05,Marca_1312,52,-10
2313,Producto_1313,Snacks,2026-03-28,Marca_1313,139,75
2314,Producto_1314,Verduras,2026-07-22,Marca_1314,abc,63
2315,Producto_1315,Verduras,2026/99/99,Marca_1315,67,11
2316,Producto_1316,Abarrotes,2026/99/99,Marca_1316,104,25
2317,Producto_1317,Snacks,2026-04-08,Marca_1317,115,xyz
2318,Producto_1318,Bebidas,2026-08-13,Marca_1318,87,xyz
2319,Producto_1319,Snacks,2026-10-01,Marca_1319,-50,5
2320,Producto_1320,Verduras,2026-07-17,Marca_1320,-50,26
2321,Producto_1321,Frutas,2026/99/99,Marca_1321,198,70
2322,Producto_1322,Bebidas,2026-08-01,Marca_1322,99,-10
2323,Producto_1323,Snacks,2026/99/99,Marca_1323,113,3
2324,Producto_1324,Snacks,2026-11-01,Marca_1324,148,-10
2325,Producto_1325,Abarrotes,2026-06-24,Marca_1325,123,94
2326,Producto_1326,Frutas,2026-03-07,Marca_1326,-50,77
2327,Producto_1327,Snacks,2026-04-20,Marca_1327,101,82
2328,Producto_1328,Bebidas,2026-10-06,Marca_1328,6,-10
2329,Producto_1329,Lacteos,2026-01-07,Marca_1329,-50,96
1001,Producto_1330,Bebidas,2026-05-16,Marca_1330,133,31
2331,Producto_1331,Verduras,2026-12-04,Marca_1331,63,-10
2332,Producto_1332,Snacks,2026-07-27,Marca_1332,123,43
2333,Producto_1333,Bebidas,2026-07-18,Marca_1333,-50,44
2334,Producto_1334,Lacteos,2026-01-24,Marca_1334,148,-10
2335,Producto_1335,Bebidas,2026-02-15,Marca_1335,25,58
2336,Producto_1336,Frutas,2026-10-09,Marca_1336,122,37
1001,Producto_1337,Snacks,2026-11-05,Marca_1337,180,93
2338,Producto_1338,Bebidas,2026-12-26,Marca_1338,25,xyz
1001,Producto_1339,Bebidas,2026-01-05,Marca_1339,163,100
2340,Producto_1340,Snacks,2026-01-07,Marca_1340,148,-10
2341,Producto_1341,Snacks,2026-03-18,Marca_1341,81,92
2342,Producto_1342,Abarrotes,2026-05-13,Marca_1342,80,80
2343,,Verduras,2026-07-25,Marca_1343,148,91
2344,Producto_1344,Snacks,2026-11-09,Marca_1344,abc,25
2345,Producto_1345,Frutas,2026-10-01,Marca_1345,145,25
2346,Producto_1346,Verduras,2026-01-21,Marca_1346,134,xyz
2347,Producto_1347,Abarrotes,2026-08-24,Marca_1347,192,72
2348,,Bebidas,2026-10-13,Marca_1348,144,66
2349,Producto_1349,Frutas,2026-06-22,Marca_1349,37,xyz
2350,Producto_1350,Lacteos,2026/99/99,Marca_1350,169,72
2351,Producto_1351,Snacks,2026-04-27,Marca_1351,abc,61
2352,Producto_1352,Frutas,2026-08-11,Marca_1352,154,55
2353,Producto_1353,Abarrotes,2026/99/99,Marca_1353,49,74
1001,Producto_1354,Frutas,2026-06-26,Marca_1354,53,50
2355,Producto_1355,Frutas,2026-06-18,Marca_1355,-50,54
2356,Producto_1356,Verduras,2026-08-12,Marca_1356,-50,6
2357,Producto_1357,Lacteos,2026-12-28,Marca_1357,151,1
2358,Producto_1358,Lacteos,2026-04-09,Marca_1358,184,96
2359,Producto_1359,Abarrotes,2026/99/99,Marca_1359,81,95
2360,Producto_1360,Verduras,2026-09-09,Marca_1360,85,-10
2361,Producto_1361,Lacteos,2026-07-02,Marca_1361,abc,32
2362,Producto_1362,Lacteos,2026/99/99,Marca_1362,100,27
2363,Producto_1363,Abarrotes,2026-03-02,Marca_1363,-50,46
2364,Producto_1364,Frutas,2026-09-04,Marca_1364,78,-10
2365,,Bebidas,2026-11-23,Marca_1365,182,55
2366,,Bebidas,2026-04-17,Marca_1366,106,40
1001,Producto_1367,Lacteos,2026-12-16,Marca_1367,111,75
2368,Producto_1368,Lacteos,2026-05-24,Marca_1368,162,14
1001,Producto_1369,Verduras,2026-01-09,Marca_1369,143,35
2370,Producto_1370,Snacks,2026-04-20,Marca_1370,-50,81
2371,Producto_1371,Snacks,2026/99/99,Marca_1371,133,98
2372,Producto_1372,Lacteos,2026-10-23,Marca_1372,33,xyz
2373,Producto_1373,Bebidas,2026-08-26,Marca_1373,122,93
2374,Producto_1374,Abarrotes,2026-04-12,Marca_1374,115,94
2375,Producto_1375,Lacteos,2026/99/99,Marca_1375,34,56
2376,Producto_1376,Abarrotes,2026-04-25,Marca_1376,-50,20
2377,Producto_1377,Abarrotes,2026/99/99,Marca_1377,10,73
2378,Producto_1378,Snacks,2026-02-09,Marca_1378,4,-10
2379,Producto_1379,Lacteos,2026-01-25,Marca_1379,78,3
2380,Producto_1380,Lacteos,2026-05-07,Marca_1380,31,-10
2381,Producto_1381,Lacteos,2026-02-17,Marca_1381,188,5
2382,Producto_1382,Verduras,2026-08-16,Marca_1382,188,xyz
2383,Producto_1383,Snacks,2026-12-26,Marca_1383,158,20
2384,Producto_1384,Verduras,2026/99/99,Marca_1384,47,11
2385,Producto_1385,Bebidas,2026/99/99,Marca_1385,146,71
2386,Producto_1386,Snacks,2026-01-10,Marca_1386,63,24
2387,Producto_1387,Abarrotes,2026-05-22,Marca_1387,98,72
2388,,Lacteos,2026-04-06,Marca_1388,162,61
2389,Producto_1389,Abarrotes,2026-11-02,Marca_1389,abc,37
2390,Producto_1390,Lacteos,2026-04-12,Marca_1390,9,93
2391,Producto_1391,Verduras,2026-03-27,Marca_1391,182,93
2392,Producto_1392,Lacteos,2026-11-02,Marca_1392,76,100
2393,Producto_1393,Abarrotes,2026-12-01,Marca_1393,-50,22
2394,Producto_1394,Bebidas,2026-07-08,Marca_1394,150,51
2395,Producto_1395,Verduras,2026-05-08,Marca_1395,97,17
2396,Producto_1396,Abarrotes,2026-09-07,Marca_1396,12,90
2397,Producto_1397,Bebidas,2026-09-21,Marca_1397,-50,100
2398,Producto_1398,Frutas,2026-02-24,Marca_1398,56,xyz
2399,Producto_1399,Abarrotes,2026-12-03,Marca_1399,abc,57
2400,Producto_1400,Verduras,2026-02-26,Marca_1400,-50,82
2401,Producto_1401,Snacks,2026-11-07,Marca_1401,143,31
2402,Producto_1402,Abarrotes,2026-04-20,Marca_1402,74,86
2403,Producto_1403,Abarrotes,2026-01-21,Marca_1403,65,-10
1001,Producto_1404,Lacteos,2026-12-12,Marca_1404,63,2
2405,,Lacteos,2026-08-18,Marca_1405,28,17
1001,Producto_1406,Frutas,2026-10-05,Marca_1406,148,32
1001,Producto_1407,Lacteos,2026-09-22,Marca_1407,131,15
2408,Producto_1408,Bebidas,2026-08-04,Marca_1408,66,72
2409,Producto_1409,Abarrotes,2026/99/99,Marca_1409,189,46
2410,Producto_1410,Lacteos,2026/99/99,Marca_1410,166,40
2411,Producto_1411,Abarrotes,2026-05-09,Marca_1411,61,xyz
2412,Producto_1412,Lacteos,2026-10-17,Marca_1412,177,56
2413,Producto_1413,Bebidas,2026-01-06,Marca_1413,abc,6
2414,Producto_1414,Frutas,2026-03-28,Marca_1414,abc,20
2415,Producto_1415,Frutas,2026-04-05,Marca_1415,-50,98
2416,Producto_1416,Abarrotes,2026-09-16,Marca_1416,135,xyz
2417,Producto_1417,Lacteos,2026-08-28,Marca_1417,abc,88
2418,Producto_1418,Bebidas,2026-03-12,Marca_1418,55,29
2419,Producto_1419,Bebidas,2026-07-24,Marca_1419,87,xyz
2420,Producto_1420,Bebidas,2026-09-27,Marca_1420,abc,91
2421,Producto_1421,Snacks,2026-05-04,Marca_1421,22,-10
2422,Producto_1422,Bebidas,2026-01-04,Marca_1422,59,87
1001,Producto_1423,Bebidas,2026-04-01,Marca_1423,26,95
1001,Producto_1424,Snacks,2026-06-27,Marca_1424,178,64
2425,Producto_1425,Snacks,2026-03-09,Marca_1425,abc,14
2426,Producto_1426,Frutas,2026-04-16,Marca_1426,161,49
2427,Producto_1427,Verduras,2026-12-06,Marca_1427,80,xyz
2428,Producto_1428,Abarrotes,2026-08-16,Marca_1428,66,xyz
2429,Producto_1429,Verduras,2026/99/99,Marca_1429,61,1
2430,Producto_1430,Snacks,2026-01-13,Marca_1430,94,47
2431,Producto_1431,Lacteos,2026/99/99,Marca_1431,164,56
2432,Producto_1432,Lacteos,2026-09-02,Marca_1432,198,76
2433,Producto_1433,Verduras,2026/99/99,Marca_1433,128,99
2434,Producto_1434,Snacks,2026-05-06,Marca_1434,167,xyz
2435,Producto_1435,Verduras,2026-10-22,Marca_1435,117,xyz
2436,Producto_1436,Abarrotes,2026-03-15,Marca_1436,27,6
2437,Producto_1437,Snacks,2026-06-15,Marca_1437,194,43
2438,Producto_1438,Lacteos,2026/99/99,Marca_1438,91,15
2439,Producto_1439,Bebidas,2026-12-10,Marca_1439,164,xyz
1001,Producto_1440,Snacks,2026-02-17,Marca_1440,75,98
2441,,Frutas,2026-04-22,Marca_1441,37,34
2442,,Verduras,2026-10-25,Marca_1442,101,27
2443,,Abarrotes,2026-07-06,Marca_1443,49,46
2444,Producto_1444,Abarrotes,2026-11-12,Marca_1444,abc,78
2445,Producto_1445,Bebidas,2026-07-07,Marca_1445,-50,65
2446,Producto_1446,Abarrotes,2026/99/99,Marca_1446,45,86
2447,,Frutas,2026-08-18,Marca_1447,24,84
2448,Producto_1448,Abarrotes,2026-02-11,Marca_1448,24,18
2449,Producto_1449,Bebidas,2026-07-19,Marca_1449,19,21
2450,Producto_1450,Lacteos,2026-06-14,Marca_1450,5,63
2451,Producto_1451,Snacks,2026-11-12,Marca_1451,127,-10
2452,,Snacks,2026-06-13,Marca_1452,101,29
2453,Producto_1453,Snacks,2026-07-09,Marca_1453,115,58
2454,Producto_1454,Snacks,2026/99/99,Marca_1454,85,35
1001,Producto_1455,Frutas,2026-09-22,Marca_1455,66,14
1001,Producto_1456,Verduras,2026-10-19,Marca_1456,66,28
2457,Producto_1457,Verduras,2026-07-03,Marca_1457,171,27
2458,Producto_1458,Bebidas,2026-07-25,Marca_1458,-50,73
2459,Producto_1459,Abarrotes,2026-11-22,Marca_1459,4,xyz
2460,Producto_1460,Abarrotes,2026-07-01,Marca_1460,137,76
2461,Producto_1461,Verduras,2026-10-23,Marca_1461,115,32
2462,Producto_1462,Frutas,2026-06-24,Marca_1462,58,80
2463,Producto_1463,Frutas,2026/99/99,Marca_1463,149,23
1001,Producto_1464,Abarrotes,2026-07-23,Marca_1464,108,86
2465,Producto_1465,Verduras,2026-09-08,Marca_1465,111,45
2466,Producto_1466,Bebidas,2026-10-16,Marca_1466,-50,24
2467,,Abarrotes,2026-03-04,Marca_1467,23,16
2468,,Lacteos,2026-04-08,Marca_1468,140,24
2469,Producto_1469,Abarrotes,2026-01-12,Marca_1469,131,xyz
2470,Producto_1470,Abarrotes,2026-07-05,Marca_1470,-50,45
2471,Producto_1471,Snacks,2026-09-23,Marca_1471,108,26
2472,Producto_1472,Verduras,2026/99/99,Marca_1472,102,100
2473,Producto_1473,Verduras,2026-04-23,Marca_1473,196,xyz
2474,Producto_1474,Lacteos,2026-03-27,Marca_1474,149,xyz
2475,Producto_1475,Verduras,2026-08-24,Marca_1475,66,-10
2476,Producto_1476,Lacteos,2026-06-25,Marca_1476,-50,21
2477,Producto_1477,Abarrotes,2026-03-23,Marca_1477,34,-10
2478,Producto_1478,Frutas,2026-01-25,Marca_1478,44,4
2479,,Abarrotes,2026-08-25,Marca_1479,196,84
1001,Producto_1480,Snacks,2026-05-28,Marca_1480,109,54
2481,Producto_1481,Snacks,2026-04-06,Marca_1481,-50,20
2482,,Bebidas,2026-09-01,Marca_1482,84,91
1001,Producto_1483,Lacteos,2026-12-05,Marca_1483,197,35
2484,Producto_1484,Frutas,2026-04-28,Marca_1484,64,43
2485,Producto_1485,Verduras,2026-08-03,Marca_1485,28,12
2486,Producto_1486,Verduras,2026-08-03,Marca_1486,2,32
2487,Producto_1487,Bebidas,2026-01-19,Marca_1487,157,81
2488,Producto_1488,Verduras,2026-05-28,Marca_1488,abc,82
2489,Producto_1489,Verduras,2026/99/99,Marca_1489,20,56
2490,Producto_1490,Verduras,2026-08-27,Marca_1490,97,76
2491,Producto_1491,Verduras,2026-12-13,Marca_1491,147,xyz
2492,Producto_1492,Lacteos,2026/99/99,Marca_1492,23,61
2493,,Lacteos,2026-01-09,Marca_1493,126,42
2494,Producto_1494,Lacteos,2026-03-02,Marca_1494,36,xyz
2495,Producto_1495,Abarrotes,2026-12-17,Marca_1495,182,-10
2496,Producto_1496,Bebidas,2026-05-03,Marca_1496,16,xyz
2497,Producto_1497,Abarrotes,2026-11-12,Marca_1497,28,25
2498,Producto_1498,Abarrotes,2026-07-28,Marca_1498,180,xyz
2499,Producto_1499,Abarrotes,2026-07-12,Marca_1499,175,-10
2500,Producto_1500,Abarrotes,2026-01-25,Marca_1500,abc,67
